"fpr","tpr","fpr2","fpr_ci","tpr2","tpr_ci","u","l"
0,0,0.00253122654319426,0.00253122654319426,0.00253122654319426,0.00253122654319426,0.022377096584634,0
0.00115222122647548,0,0.00367761470376557,0.00349341625589655,0.00253122654319426,0.00253122654319426,0.0258410172287587,0
0.00128024580719498,0,0.00380499116605127,0.00358430271544721,0.00253122654319426,0.00253122654319426,0.0260987401089049,0
0.00153629496863398,0.000128024580719498,0.00405974409062267,0.00375942392711472,0.00265860300547996,0.00265553433842784,0.0266843371851208,0
0.00192036871079247,0.000640122903597491,0.00444187347747978,0.00400762939902941,0.00316810885462276,0.00310310018534653,0.0273392289708173,0
0.00204839329151197,0.00140827038791448,0.00456924993976548,0.00408697584511652,0.00393236762833697,0.00367291841250193,0.0274365010187734,0
0.00230444245295097,0.00320061451798745,0.00482400286433688,0.00424115933979951,0.00571563810033679,0.0047409329285473,0.0276310451146857,0
0.00281654077582896,0.00576110613237742,0.00533350871347968,0.00453360487898718,0.00826316734605081,0.00593781233107608,0.0280775111279046,4.33680868994202e-19
0.00307258993726796,0.00780949942388939,0.00558826163805109,0.00467286345456202,0.010301190742622,0.00674054892251435,0.0283478776566894,4.33680868994202e-19
0.00358468826014595,0.00857764690820638,0.00609776748719389,0.00493941604611249,0.0110654495163362,0.00701716621572203,0.0316503422299487,4.33680868994202e-19
0.00409678658302394,0.00921776981180387,0.00660727333633669,0.00519204845192551,0.0117023318277647,0.00723929780946515,0.0324689682242133,4.33680868994202e-19
0.00435283574446294,0.0102419664575599,0.0068620262609081,0.00531376933936895,0.0127213435260503,0.0075806163846194,0.0329336522819251,4.33680868994202e-19
0.00460888490590193,0.0106260401997183,0.0071167791854795,0.00543270297518897,0.0131034729129075,0.00770453680978945,0.0334416192996936,4.33680868994202e-19
0.00473690948662143,0.0108820893611573,0.0072441556477652,0.0054911813359087,0.0133582258374789,0.00778600177828744,0.0336956028085779,4.33680868994202e-19
0.00486493406734093,0.0110101139418768,0.0073715321100509,0.00554902858174029,0.0134856022997646,0.00782640045905158,0.0339903346348514,4.33680868994202e-19
0.00576110613237742,0.0116502368454743,0.00826316734605081,0.00593781233107608,0.0141224846111931,0.00802518970269137,0.0370229103774762,4.66983648239104e-05
0.00627320445525541,0.0119062860069133,0.00877267319519361,0.00614865221370563,0.0143772375357645,0.00810326873805963,0.0382576331629951,0.000463123185330631
0.0067853027781334,0.0129304826526693,0.00928217904433642,0.00635229022086299,0.0153962492340501,0.00840794491815207,0.0410866172815694,0.00134020583111865
0.0071693765202919,0.0135706055562668,0.00966430843119352,0.00650070055056352,0.0160331315454786,0.00859257121648894,0.0427940876803527,0.00198378972403952
0.00768147484316989,0.0142107284598643,0.0101738142803363,0.00669329153490268,0.0166700138569071,0.00877307783634268,0.0437028309611547,0.00328690896126747
0.00819357316604788,0.0147228267827423,0.0106833201294791,0.00688030186352599,0.0171795197060499,0.00891468532428402,0.0447299887229652,0.0038259308783079
0.00896172065036487,0.0156189988477788,0.0114475789031933,0.00715130782964234,0.0180711549420498,0.00915688359559525,0.0467715206000828,0.00427161781123424
